Identifier,Database source,Country,ISO,Reg,Inc,Calendar year (nearest),Problem 1: Data Not Credible,Problem 2: Cannot Exclude Resource Revenue Tax Categories,Problem 3: Data is of Questionable Analytical Comparability,Problem 4: Cannot Exclude Resource Revenue from Sub-Components of Total Tax Revenue,"Treat with Caution 1: Un-excluded Resource Revenue are Marginal, but Non-Negligible",Treat With Caution 2: Data of somewhat questionable quality,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Total Non-Resource Revenue excluding grants including social contributions,Taxes including social contributions,Taxes excluding social contributions,Resource taxes,Non-Resource tax including social contributions,Non-resource tax excluding social contributions,Direct taxes including social contributions and resource revenue,"Direct taxes including social contributions, excluding resource revenue","Direct taxes excluding social security, including resource revenue",Direct taxes excluding social contributions and resource revenue,"Taxes on income, profits, & capital gains ","Resource Component of Taxes on income, profits, and capital gains","Non-resource component of taxes on income, profits, and capital gains",Individuals ,Corporations and other enterprises ,Resource Component of Corporations and other enterprises,Non-resource component of Corporations and other enterprises,Taxes on payroll and workforce,Taxes on property,Indirect,Resource Component of Indirect,Non-Resource Component of Indirect Tax,"Taxes on goods and services,                Total","Taxes on goods and services, of which Taxes on Sales","Taxes on goods and services, of which Excises","Taxes on international trade and transactions, Total",Taxes on international trade and transactions Of which Import,Taxes on international trade and transactions Of which Export,Other taxes,Consolidated Non-Tax Revenue,Non-Resource Component of Non-Tax,Resources Component of Non-Tax,Social contributions,Grants,,TotRev,TotTax,TotNonTax,Direct,Income,Indiv,Corp,Indirect,GS,Trade,Prob1,Prob2,Prob3,Prob4,twc1,twc2
CYP2001,IMF GFS,Cyprus,CYP,2,4,2001,,,,,,,0.336663433559651,0.273159333392117,0.336663433559651,0.273159333392117,,,0.28972753725421,0.226223437086677,0,0.28972753725421,0.226223437086677,0.169288422537695,0.169288422537695,0.105784322370161,0.105784322370161,0.0972401022837492,,,0.0361520148135085,0.0581782911559827,,,0.00151662110924963,0.00702759897716251,0.120439114716515,0,0.120439114716515,0.106886517943744,0.060223966140552,0.0295564765011904,0.0115245569173794,0.0115245569173794,0,0.00202803985539194,0.0469358963054404,,,0.0635041001675337,0,,0.273159333392117,0.226223437086677,0.0469358963054404,0.105784322370161,,0.0361520148135085,,0.120439114716515,0.106886517943744,0.0115245569173794,,,,,,
CYP2002,IMF GFS,Cyprus,CYP,2,4,2002,,,,,,,0.333533898305085,0.271169491525424,0.333533898305085,0.271169491525424,,,0.290228813559322,0.227864406779661,0,0.290228813559322,0.227864406779661,0.166118644067797,0.166118644067797,0.103754237288136,0.103754237288136,0.097,,,0.0395762711864407,0.0557966101694915,,,0.00151694915254237,0.00523728813559322,0.124110169491525,0,0.124110169491525,0.111110169491525,0.0686779661016949,0.0260593220338983,0.0109491525423729,0.0109491525423729,0,0.00205084745762712,0.0433050847457627,,,0.062364406779661,0,,0.271169491525424,0.227864406779661,0.0433050847457627,0.103754237288136,,0.0395762711864407,,0.124110169491525,0.111110169491525,0.0109491525423729,,,,,,
CYP2003,IMF GFS,Cyprus,CYP,2,4,2003,,,,,,,0.355233241865935,0.290858486867895,0.355233241865935,0.290858486867895,,,0.303990591924735,0.239615836926695,0,0.303990591924735,0.239615836926695,0.158471187769502,0.158471187769502,0.0940964327714622,0.0940964327714622,0.0810584084672678,,,0.0410113680909447,0.0396785574284594,,,0.00730693845550764,0.00573108584868679,0.145519404155233,0,0.145519404155233,0.1343786750294,0.0830262642101137,0.0350372402979224,0.0088827910623285,0.0088827910623285,0,0.00225793806350451,0.0512426499411995,,,0.06437475499804,0,,0.290858486867895,0.239615836926695,0.0512426499411995,0.0940964327714622,,0.0410113680909447,,0.145519404155233,0.1343786750294,0.0088827910623285,,,,,,
CYP2004,IMF GFS,Cyprus,CYP,2,4,2004,,,,,,,0.356685115059715,0.285872414797553,0.356685115059715,0.285872414797553,,,0.306029711622488,0.235217011360326,0,0.306029711622488,0.235217011360326,0.157792018642587,0.157792018642587,0.0869793183804253,0.0869793183804253,0.06663996504515,,,0.0321948732886688,0.0340882609962132,,,0.00814884940285465,0.0121905039324206,0.148237692979901,0,0.148237692979901,0.140671424410137,0.083061462277891,0.0402417710457326,0.00498834838333819,0.00498834838333819,0,0.00257792018642587,0.0506554034372269,,,0.0708127002621614,0,,0.285872414797553,0.235217011360326,0.0506554034372269,0.0869793183804253,,0.0321948732886688,,0.148237692979901,0.140671424410137,0.00498834838333819,,,,,,
CYP2005,IMF GFS,Cyprus,CYP,2,4,2005,,,,,,,0.377142468177796,0.301538356817099,0.377142468177796,0.301538356817099,,,0.323327207133619,0.247723095772922,0,0.323327207133619,0.247723095772922,0.175556463140698,0.175556463140698,0.0999523517800014,0.0999523517800014,0.0780954325777687,,,0.0353753999047036,0.0425294397930706,,,0.00758968075692601,0.0142672384453067,0.147770743992921,0,0.147770743992921,0.141739840718807,0.0880743312231979,0.0371519978217957,0.0032945340684773,0.0032945340684773,0,0.0027363692056361,0.0538152610441767,,,0.075604111360697,0,,0.301538356817099,0.247723095772922,0.0538152610441767,0.0999523517800014,,0.0353753999047036,,0.147770743992921,0.141739840718807,0.0032945340684773,,,,,,
CYP2006,IMF GFS,Cyprus,CYP,2,4,2006,,,,,,,0.385085559133674,0.313834690913683,0.385085559133674,0.313834690913683,,,0.330258255982825,0.259007387762834,0,0.330258255982825,0.259007387762834,0.179491065227,0.179491065227,0.108240197007009,0.108240197007009,0.0916840310664899,,,0.0415798446675507,0.0498831849466439,,,0.00801919555471364,0.00853697038580539,0.150767190755825,0,0.150767190755825,0.144629664709225,0.0934583570120604,0.0355938624739534,0.00283513291658774,0.00283513291658774,0,0.003302393130012,0.0548273031508492,,,0.0712508682199912,0,,0.313834690913683,0.259007387762834,0.0548273031508493,0.108240197007009,,0.0415798446675507,,0.150767190755825,0.144629664709225,0.00283513291658774,,,,,,
CYP2007,IMF GFS,Cyprus,CYP,2,4,2007,,,,,,,0.40952216066482,0.34057594644506,0.40952216066482,0.34057594644506,,,0.364144736842105,0.295198522622345,0,0.364144736842105,0.295198522622345,0.216920590951062,0.216920590951062,0.147974376731302,0.147974376731302,0.125848337950139,,,0.0568617266851339,0.0620094644506002,,,0.00821791320406279,0.0139081255771006,0.147224145891043,0,0.147224145891043,0.139946906740536,0.106221144967682,0.0337257617728532,0.00304132040627886,0,0,0.00423591874422899,0.0453774238227147,,,0.0689462142197599,0,,0.34057594644506,0.295198522622345,0.0453774238227147,0.147974376731302,,0.0568617266851339,,0.147224145891043,0.139946906740536,0.00304132040627886,,,,,,
CYP2008,IMF GFS,Cyprus,CYP,2,4,2008,,,,,,,0.39365975811178,0.322665032766796,0.39365975811178,0.322665032766796,,,0.350791198252438,0.279796472907454,0,0.350791198252438,0.279796472907454,0.199483190367095,0.199483190367095,0.128488465022111,0.128488465022111,0.110959560978209,,,0.0459054824444563,0.0648835846342373,,,0.00835952901060259,0.00916937503329959,0.151308007885343,0,0.151308007885343,0.144594810591934,0.0976716926847461,0.0304118493260163,0.00302093878203421,0.00302093878203421,0,0.00369225851137514,0.0428685598593425,,,0.0709947253449837,0,,0.322665032766796,0.279796472907454,0.0428685598593425,0.128488465022111,,0.0459054824444563,,0.151308007885343,0.144594810591934,0.00302093878203421,,,,,,
CYP2009,IMF GFS,Cyprus,CYP,2,4,2009,,,,,,,0.36712804646366,0.287651305433426,0.36712804646366,0.287651305433426,,,0.321136622699886,0.241659881669652,0,0.321136622699886,0.241659881669652,0.189589100580796,0.189589100580796,0.110112359550562,0.110112359550562,0.0959290017912392,,,0.0362698800412528,0.0594854258264126,,,0.00895076806166205,0.00523258969766053,0.13154752211909,0,0.13154752211909,0.126841448189763,0.0839494110622591,0.0292731911197959,0.00216034304944906,0.00216034304944906,0,0.00254573087987841,0.0459914237637736,,,0.0794767410302339,0,,0.287651305433426,0.241659881669652,0.0459914237637736,0.110112359550562,,0.0362698800412528,,0.13154752211909,0.126841448189763,0.00216034304944906,,,,,,
CYP2010,IMF GFS,Cyprus,CYP,2,4,2010,,,,,,,0.373278077952054,0.291848082673241,0.373278077952054,0.291848082673241,,,0.323034149923936,0.241604154645124,0,0.323034149923936,0.241604154645124,0.190646802706814,0.190646802706814,0.109216807428002,0.109216807428002,0.0943712951791428,,,0.0378114672402035,0.0563919634894822,,,0.00891779887740649,0.00592771337145255,0.132387347217122,0,0.132387347217122,0.127629439227824,0.0822955463463253,0.0317001521271573,0.0019094581125741,0.0019094581125741,0,0.00284844987672454,0.0502439280281173,,,0.0814299952788124,0,,0.291848082673241,0.241604154645124,0.0502439280281173,0.109216807428002,,0.0378114672402035,,0.132387347217122,0.127629439227824,0.0019094581125741,,,,,,
CYP2011,IMF GFS,Cyprus,CYP,2,4,2011,,,,,,,0.366362190178067,0.286000923692718,0.366362190178067,0.286000923692718,,,0.32210704572279,0.24174577923744,0,0.32210704572279,0.24174577923744,0.195622722840868,0.195622722840868,0.115261456355519,0.115261456355519,0.10133422281521,,,0.0380869297480372,0.0630215015138297,,,0.00894955611433263,0.00497767742597629,0.126484322881921,0,0.126484322881921,0.122563760455688,0.0762303073844101,0.0327397752347719,0.00163698876173859,0.00163698876173859,0,0.00228357366449428,0.0442551444552779,,,0.0803612664853492,0,,0.286000923692718,0.24174577923744,0.0442551444552779,0.115261456355519,,0.0380869297480372,,0.126484322881921,0.122563760455688,0.00163698876173859,,,,,,
CYP2012,IMF GFS,Cyprus,CYP,2,4,2012,,,,,,,0.364715882746896,0.281258049559528,0.364715882746896,0.281258049559528,,,0.320287465869868,0.2368296326825,0,0.313677811550152,0.236170212765957,0.178723404255319,0.178723404255319,0.101215805471125,0.101215805471125,,,,,,,,,,0.135866261398176,0,0.135866261398176,,,,,,,,0.0444284168770285,,,0.0775075987841945,0,,0.281258049559528,0.236170212765957,0.0450878367935706,0.101215805471125,,,,0.135866261398176,,,,,,,,
CYP2013,IMF GFS,Cyprus,CYP,2,4,2013,,,,,,,0.37791820740659,0.29596004194492,0.37791820740659,0.29596004194492,,,0.320547491583421,0.238589326121751,0,0.320547491583421,0.238589326121751,0.187593134278934,0.187593134278934,0.105634968817264,0.105634968817264,,,,,,,,,,0.13204371102158,0,0.13204371102158,,,,,,,,0.057370715823169,,,0.0819581654616701,0,,0.29596004194492,0.238589326121751,0.057370715823169,0.105634968817264,,,,0.13204371102158,,,,,,,,
CZE1993,OECD Tax Statistics,Czech Republic,CZE,2,4,1993,,,1,,,,,,,,,,0.371080638456408,0.227933532881487,0,0.371080638456408,0.227933532881487,0.246766670031362,0.246766670031362,0.103619564456442,0.103619564456442,0.0943810669666673,0,0.0943810669666673,0.0331432687366057,0.0612377982300616,0,0.0612377982300616,0.00531584587089446,0.00392265161887985,0.124313968425046,0,0.124313968425046,0.109701963951086,0.0653809188115244,0.0339038866575169,0.0139378782229849,0.0139378782229849,0,0.000674126250974812,,,,0.143147105574921,,,,0.227933532881487,,0.103619564456442,0.0943810669666673,0.0331432687366057,0.0612377982300616,0.124313968425046,0.109701963951086,0.0139378782229849,,,1,,,
CZE1994,OECD Tax Statistics,Czech Republic,CZE,2,4,1994,,,1,,,,,,,,,,0.358424382331389,0.214780314733684,0,0.358424382331389,0.214780314733684,0.237733264282318,0.237733264282318,0.0940891966846124,0.0940891966846124,0.0889432295972087,0,0.0889432295972087,0.0402369738380676,0.048706255759141,0,0.048706255759141,0.000720992823106883,0.00442497426429687,0.120691118049072,0,0.120691118049072,0.107345049474043,0.06342536458326,0.0340443569454009,0.0127424296193651,0.0127424296193651,0,0.000603638955663239,,,,0.143644067597705,,,,0.214780314733684,,0.0940891966846124,0.0889432295972087,0.0402369738380676,0.048706255759141,0.120691118049072,0.107345049474043,0.0127424296193651,,,1,,,
CZE1995,OECD Tax Statistics,Czech Republic,CZE,2,4,1995,,,1,,,,,,0.393842872693213,0.249631957699415,,,0.348513752752955,0.204297774852543,0,0.348513752752955,0.204297774852543,0.236140008986659,0.236140008986659,0.0919240310862466,0.0919240310862466,0.0870921195858542,0,0.0870921195858542,0.0445288965395033,0.0425632230463509,0,0.0425632230463509,0,0.00483191150039238,0.112373743766296,0,0.112373743766296,0.101008784142976,0.0580164797610308,0.0340353897172367,0.0110200491101942,0.0110200491101942,0,0.000344910513125585,0.0453341828468724,,,0.144215977900413,,,0.249631957699415,0.204297774852543,0.0453341828468724,0.0919240310862466,0.0870921195858542,0.0445288965395033,0.0425632230463509,0.112373743766296,0.101008784142976,0.0110200491101942,,,1,,,
CZE1996,OECD Tax Statistics,Czech Republic,CZE,2,4,1996,,,,,,,,,0.37796559676049,0.234371310589092,,,0.334118411470689,0.190523573611678,0,0.334118411470689,0.190523573611678,0.223953015524489,0.223953015524489,0.0803581776654787,0.0803581776654787,0.0754234202425219,0,0.0754234202425219,0.0442486566406638,0.0311747636018581,0,0.0311747636018581,0,0.00493475742295682,0.110165395946199,0,0.110165395946199,0.0991454358883826,0.059346139841776,0.0320403614657237,0.0108174907040637,0.0108174907040637,0,0.000202469353753131,0.0438477369774139,,,0.143594837859011,,,0.234371310589092,0.190523573611678,0.0438477369774139,0.0803581776654787,0.0754234202425219,0.0442486566406638,0.0311747636018581,0.110165395946199,0.0991454358883826,0.0108174907040637,,,,,,
CZE1997,OECD Tax Statistics,Czech Republic,CZE,2,4,1997,,,,,,,,,0.379597196553542,0.232764896509003,,,0.336992080110172,0.190159780065632,0,0.336992080110172,0.190159780065632,0.232277518673431,0.232277518673431,0.0854452186288915,0.0854452186288915,0.0802294566658646,0,0.0802294566658646,0.0447220359287568,0.0355074207371078,0,0.0355074207371078,0,0.00521576196302686,0.104714561436741,0,0.104714561436741,0.0968878467831527,0.0586512125571466,0.0312013966037137,0.00771510922485422,0.00771510922485422,0,0.00011160542873379,0.0426051164433705,,,0.14683230004454,,,0.232764896509003,0.190159780065632,0.0426051164433705,0.0854452186288915,0.0802294566658646,0.0447220359287568,0.0355074207371078,0.104714561436741,0.0968878467831527,0.00771510922485422,,,,,,
CZE1998,OECD Tax Statistics,Czech Republic,CZE,2,4,1998,,,,,,,,,0.370796559304393,0.226778805091035,,,0.324814826915089,0.181078974512156,0,0.324814826915089,0.181078974512156,0.224039596936418,0.224039596936418,0.0803037445334852,0.0803037445334852,0.0751875067091697,0,0.0751875067091697,0.0437003813142038,0.0314871253949659,0,0.0314871253949659,0,0.00511623782431543,0.100775229978671,0,0.100775229978671,0.0943876336583294,0.0567346062475789,0.0300528799256974,0.00631385379377296,0.00631385379377296,0,0.0000737425265683122,0.0456998305788788,,,0.143735852402933,,,0.226778805091035,0.181078974512156,0.0456998305788788,0.0803037445334852,0.0751875067091697,0.0437003813142038,0.0314871253949659,0.100775229978671,0.0943876336583294,0.00631385379377296,,,,,,
CZE1999,OECD Tax Statistics,Czech Republic,CZE,2,4,1999,,,,,,,,,0.375966119876637,0.230847450051401,,,0.333536852456085,0.18841818263085,0,0.333536852456085,0.18841818263085,0.226764403522103,0.226764403522103,0.0816457336968668,0.0816457336968668,0.0770665534349439,0,0.0770665534349439,0.0415509766236088,0.0355155768113351,0,0.0355155768113351,0,0.00457918026192285,0.106772448933983,0,0.106772448933983,0.101277879587002,0.0614888481651991,0.0319224064720869,0.00541143342421669,0.00541143342421669,0,0.0000831359227640459,0.0424292674205516,,,0.145118669825236,,,0.230847450051401,0.18841818263085,0.0424292674205516,0.0816457336968668,0.0770665534349439,0.0415509766236088,0.0355155768113351,0.106772448933983,0.101277879587002,0.00541143342421669,,,,,,
CZE2000,OECD Tax Statistics,Czech Republic,CZE,2,4,2000,,,,,,,,,0.368843013870684,0.224891365278193,,,0.325207173895635,0.181255525303145,0,0.325207173895635,0.181255525303145,0.222655996510202,0.222655996510202,0.0787043479177116,0.0787043479177116,0.0741143794017609,0,0.0741143794017609,0.0420073926402347,0.0321069867615262,0,0.0321069867615262,0,0.00458996851595065,0.102551177385433,0,0.102551177385433,0.0966808984123104,0.0595267698714085,0.0300948736212557,0.00572023450769821,0.00572023450769821,0,0.000150044465424445,0.0436358399750488,,,0.14395164859249,,,0.224891365278193,0.181255525303145,0.0436358399750488,0.0787043479177116,0.0741143794017609,0.0420073926402347,0.0321069867615262,0.102551177385433,0.0966808984123104,0.00572023450769821,,,,,,
CZE2001,OECD Tax Statistics,Czech Republic,CZE,2,4,2001,,,,,,,,,0.371642967518379,0.227931696505221,,,0.326131689091108,0.18242041807795,0,0.326131689091108,0.18242041807795,0.226512150170915,0.226512150170915,0.0828008791577567,0.0828008791577567,0.0779649253906067,0,0.0779649253906067,0.0411313023865641,0.0368336230040426,0,0.0368336230040426,0,0.00483595376715001,0.0996195389201929,0,0.0996195389201929,0.0956026503504144,0.0584907206518176,0.0299658950785896,0.00391387141586152,0.00391387141586152,0,0.000103017153916993,0.0455112784272714,,,0.143711271013158,,,0.227931696505221,0.18242041807795,0.0455112784272715,0.0828008791577567,0.0779649253906067,0.0411313023865641,0.0368336230040426,0.0996195389201929,0.0956026503504144,0.00391387141586152,,,,,,
CZE2002,OECD Tax Statistics,Czech Republic,CZE,2,4,2002,,,,,,,,,0.380432433645028,0.23284865570191,,,0.334783992552241,0.187200214609124,0,0.334783992552241,0.187200214609124,0.235293595749692,0.235293595749692,0.0877098178065751,0.0877098178065751,0.0828848558492203,0,0.0828848558492203,0.0429804028968493,0.039904452952371,0,0.039904452952371,0,0.00482496195735485,0.0994903968025484,0,0.0994903968025484,0.0958125049072208,0.0580024152873482,0.0297962708860665,0.0035900292750773,0.0035900292750773,0,0.0000878626202502776,0.0456484410927866,,,0.147583777943117,,,0.23284865570191,0.187200214609124,0.0456484410927867,0.0877098178065751,0.0828848558492203,0.0429804028968493,0.039904452952371,0.0994903968025484,0.0958125049072208,0.0035900292750773,,,,,,
CZE2003,OECD Tax Statistics,Czech Republic,CZE,2,4,2003,,,,,,,,,0.421086264261949,0.271473603792714,,,0.343700316654529,0.194087656185295,0,0.343700316654529,0.194087656185295,0.241808600365563,0.241808600365563,0.0921959398963287,0.0921959398963287,0.0873753162975339,0,0.0873753162975339,0.0447667394936384,0.0426085768038955,0,0.0426085768038955,0,0.00482062359879479,0.101891716288966,0,0.101891716288966,0.0980761541647032,0.0586364220537206,0.0312995330505933,0.00370596467177883,0.00370596467177883,0,0.000109597452483971,0.0773859476074198,,,0.149612660469234,,,0.271473603792714,0.194087656185295,0.0773859476074198,0.0921959398963287,0.0873753162975339,0.0447667394936384,0.0426085768038955,0.101891716288966,0.0980761541647032,0.00370596467177883,,,,,,
CZE2004,OECD Tax Statistics,Czech Republic,CZE,2,4,2004,,,,,,,,,0.394347311342661,0.247262285538614,,,0.34737909250865,0.200294066704604,0,0.34737909250865,0.200294066704604,0.237740672932896,0.237740672932896,0.0906556471288502,0.0906556471288502,0.086842422309871,0,0.086842422309871,0.0445819842624752,0.0422604380473957,0,0.0422604380473957,0,0.00381322481897922,0.108488520633426,0,0.108488520633426,0.107119496608518,0.066947273405153,0.032470909126587,0.00127156060516866,0.00127156060516866,0,0.0000974634197392777,0.0469682188340103,,,0.147085025804046,,,0.247262285538614,0.200294066704604,0.0469682188340103,0.0906556471288502,0.086842422309871,0.0445819842624752,0.0422604380473957,0.108488520633426,0.107119496608518,0.00127156060516866,,,,,,
CZE2005,OECD Tax Statistics,Czech Republic,CZE,2,4,2005,,,,,,,,,0.387065565367391,0.239235474850904,,,0.34524606610865,0.197415975592163,0,0.34524606610865,0.197415975592163,0.235794614130885,0.235794614130885,0.0879645236143979,0.0879645236143979,0.0839628713585454,0,0.0839628713585454,0.0423384377388374,0.041624433619708,0,0.041624433619708,0,0.00400165225585257,0.107736887386931,0,0.107736887386931,0.107720144752714,0.0660282323041649,0.0339272614542184,0,0,0,0.0000167426342170124,0.0418194992587409,,,0.147830090516487,,,0.239235474850904,0.197415975592163,0.0418194992587409,0.0879645236143979,0.0839628713585454,0.0423384377388374,0.041624433619708,0.107736887386931,0.107720144752714,0,,,,,,
CZE2006,OECD Tax Statistics,Czech Republic,CZE,2,4,2006,,,,,,,,,0.385427115618754,0.236736876021134,,,0.340712111042362,0.192021871444743,0,0.340712111042362,0.192021871444743,0.236458019805368,0.236458019805368,0.0877677802077482,0.0877677802077482,0.0837574897423249,0,0.0837574897423249,0.0397333189816175,0.0440241707607075,0,0.0440241707607075,0,0.0040102904654233,0.102681295247111,0,0.102681295247111,0.102671622380693,0.0609410640609273,0.0341890853775024,0,0,0,0.00000967286641784023,0.0447150045763915,,,0.14869023959762,,,0.236736876021134,0.192021871444743,0.0447150045763915,0.0877677802077482,0.0837574897423249,0.0397333189816175,0.0440241707607075,0.102681295247111,0.102671622380693,0,,,,,,
CZE2007,OECD Tax Statistics,Czech Republic,CZE,2,4,2007,,,,,,,,,0.392576373629241,0.242930245418626,,,0.34285361864597,0.193207490435354,0,0.34285361864597,0.193207490435354,0.238591593811818,0.238591593811818,0.0889454656012026,0.0889454656012026,0.0849015916718426,0,0.0849015916718426,0.0400263167372163,0.0448752749346264,0,0.0448752749346264,0,0.00404387392935994,0.102580601646215,0,0.102580601646215,0.102572910261964,0.060620832137209,0.0348378504209488,0,0,0,0.00000769138425082598,0.0497227549832717,,,0.149646128210615,,,0.242930245418626,0.193207490435354,0.0497227549832716,0.0889454656012026,0.0849015916718426,0.0400263167372163,0.0448752749346264,0.102580601646215,0.102572910261964,0,,,,,,
CZE2008,OECD Tax Statistics,Czech Republic,CZE,2,4,2008,,,,,,,,,0.380519506394212,0.232200739412504,,,0.335265487690986,0.186946720709278,0,0.335265487690986,0.186946720709278,0.228087231748166,0.228087231748166,0.0797684647664587,0.0797684647664587,0.0759789176535047,0,0.0759789176535047,0.0354312739860784,0.0405476439164705,0,0.0405476439164705,0,0.00378954711295404,0.105603510528347,0,0.105603510528347,0.105601237252045,0.0648426530688483,0.0338824117449288,0,0,0,0.00000227327630219034,0.0452540187032264,,,0.148318766981708,,,0.232200739412504,0.186946720709278,0.0452540187032263,0.0797684647664587,0.0759789176535047,0.0354312739860784,0.0405476439164705,0.105603510528347,0.105601237252045,0,,,,,,
CZE2009,OECD Tax Statistics,Czech Republic,CZE,2,4,2009,,,,,,,,,0.381051957887007,0.238847423269239,,,0.32353556324471,0.181331028626942,0,0.32353556324471,0.181331028626942,0.214473887955368,0.214473887955368,0.0722693533376001,0.0722693533376001,0.0686778014345344,0,0.0686778014345344,0.0346836724182333,0.0339941292712841,0,0.0339941292712841,0,0.00359155190306566,0.107647006881991,0,0.107647006881991,0.107592008832611,0.065945615694714,0.0349845472649248,0,0,0,0.0000549980493800088,0.0575163946422971,,,0.142204534617768,,,0.238847423269239,0.181331028626942,0.0575163946422971,0.0722693533376001,0.0686778014345344,0.0346836724182333,0.0339941292712841,0.107647006881991,0.107592008832611,0,,,,,,
CZE2010,OECD Tax Statistics,Czech Republic,CZE,2,4,2010,,,,,,,,,0.385536656001416,0.239841190798376,,,0.325486869348577,0.179791404145536,0,0.325486869348577,0.179791404145536,0.215579742516409,0.215579742516409,0.0698842773133687,0.0698842773133687,0.0657453348171942,0,0.0657453348171942,0.0333124613964311,0.0324328734207631,0,0.0324328734207631,0,0.00413894249617442,0.108244606376386,0,0.108244606376386,0.108206977602974,0.0666364460688225,0.0350059529801576,0,0,0,0.0000376287734119105,0.0600497866528398,,,0.14569546520304,,,0.239841190798376,0.179791404145536,0.0600497866528398,0.0698842773133687,0.0657453348171942,0.0333124613964311,0.0324328734207631,0.108244606376386,0.108206977602974,0,,,,,,
CZE2011,OECD Tax Statistics,Czech Republic,CZE,2,4,2011,,,,,,,,,0.397308578687901,0.250880034854726,,,0.333525110070828,0.187096566237654,0,0.333525110070828,0.187096566237654,0.219247085702353,0.219247085702353,0.0728185418691779,0.0728185418691779,0.0677371918824784,0,0.0677371918824784,0.0354891781295293,0.0322480137529491,0,0.0322480137529491,0,0.00508134998669952,0.112547591120746,0,0.112547591120746,0.112514034621036,0.0687481126986061,0.0372307847782797,0,0,0,0.0000335564997103726,0.0637834686170729,,,0.146428543833175,,,0.250880034854726,0.187096566237654,0.0637834686170729,0.0728185418691779,0.0677371918824784,0.0354891781295293,0.0322480137529491,0.112547591120746,0.112514034621036,0,,,,,,
CZE2012,OECD Tax Statistics,Czech Republic,CZE,2,4,2012,,,,,,,,,0.398713584077793,0.251261081903708,,,0.337825408382086,0.190372906208001,0,0.337825408382086,0.190372906208001,0.22172037759902,0.22172037759902,0.0742678754249348,0.0742678754249348,0.0691897986006799,0,0.0691897986006799,0.0357811558720057,0.0334086427286742,0,0.0334086427286742,0,0.00507807682425488,0.114580207427465,0,0.114580207427465,0.114499832249585,0.0706863188295517,0.0374828383172583,0,0,0,0.0000803751778796743,0.0608881756957072,,,0.147452502174085,,,0.251261081903708,0.190372906208001,0.0608881756957072,0.0742678754249348,0.0691897986006799,0.0357811558720057,0.0334086427286742,0.114580207427465,0.114499832249585,0,,,,,,
CZE2013,OECD Tax Statistics,Czech Republic,CZE,2,4,2013,,,,,,,,,0.407623352405378,0.260037989751019,,,0.340971138889841,0.193385776235482,0,0.340971138889841,0.193385776235482,0.222661901347442,0.222661901347442,0.0750765386930836,0.0750765386930836,0.0703753853156676,0,0.0703753853156676,0.0366354240797208,0.0337399612359468,0,0.0337399612359468,0,0.00470115337741602,0.11695252847347,0,0.11695252847347,0.116901648451151,0.0741818021858619,0.0366496517597999,0,0,0,0.0000508800223186973,0.0666522135155374,,,0.147585362654359,,,0.260037989751019,0.193385776235482,0.0666522135155375,0.0750765386930836,0.0703753853156676,0.0366354240797208,0.0337399612359468,0.11695252847347,0.116901648451151,0,,,,,,
DEU1970,OECD Tax Statistics,Germany,DEU,2,4,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU1971,OECD Tax Statistics,Germany,DEU,2,4,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU1972,OECD Tax Statistics,Germany,DEU,2,4,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU1973,OECD Tax Statistics,Germany,DEU,2,4,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU1974,OECD Tax Statistics,Germany,DEU,2,4,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU1975,OECD Tax Statistics,Germany,DEU,2,4,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU1976,OECD Tax Statistics,Germany,DEU,2,4,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU1977,OECD Tax Statistics,Germany,DEU,2,4,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU1978,OECD Tax Statistics,Germany,DEU,2,4,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU1979,OECD Tax Statistics,Germany,DEU,2,4,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
