Identifier,Database source,Country,ISO,Reg,Inc,Calendar year (nearest),Problem 1: Data Not Credible,Problem 2: Cannot Exclude Resource Revenue Tax Categories,Problem 3: Data is of Questionable Analytical Comparability,Problem 4: Cannot Exclude Resource Revenue from Sub-Components of Total Tax Revenue,"Treat with Caution 1: Un-excluded Resource Revenue are Marginal, but Non-Negligible",Treat With Caution 2: Data of somewhat questionable quality,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Total Non-Resource Revenue excluding grants including social contributions,Taxes including social contributions,Taxes excluding social contributions,Resource taxes,Non-Resource tax including social contributions,Non-resource tax excluding social contributions,Direct taxes including social contributions and resource revenue,"Direct taxes including social contributions, excluding resource revenue","Direct taxes excluding social security, including resource revenue",Direct taxes excluding social contributions and resource revenue,"Taxes on income, profits, & capital gains ","Resource Component of Taxes on income, profits, and capital gains","Non-resource component of taxes on income, profits, and capital gains",Individuals ,Corporations and other enterprises ,Resource Component of Corporations and other enterprises,Non-resource component of Corporations and other enterprises,Taxes on payroll and workforce,Taxes on property,Indirect,Resource Component of Indirect,Non-Resource Component of Indirect Tax,"Taxes on goods and services,                Total","Taxes on goods and services, of which Taxes on Sales","Taxes on goods and services, of which Excises","Taxes on international trade and transactions, Total",Taxes on international trade and transactions Of which Import,Taxes on international trade and transactions Of which Export,Other taxes,Consolidated Non-Tax Revenue,Non-Resource Component of Non-Tax,Resources Component of Non-Tax,Social contributions,Grants,,TotRev,TotTax,TotNonTax,Direct,Income,Indiv,Corp,Indirect,GS,Trade,Prob1,Prob2,Prob3,Prob4,twc1,twc2
LCA1995,IMF Country Report,St. Lucia,LCA,3,3,1995,,,,,,,0.280609256004687,0.280609256004687,0.268306971294669,0.268306971294669,,,0.193321616871705,0.193321616871705,0,0.193321616871705,0.193321616871705,,,,,,,,,,,,,,,,,,,,,,,,0.0550673696543644,,,,0.0123022847100176,,0.268306971294669,0.193321616871705,0.0749853544229643,,,,,,,,,,,,,
LCA1996,IMF Country Report,St. Lucia,LCA,3,3,1996,,,,,,,0.275213675213675,0.275213675213675,0.265527065527066,0.265527065527066,,,0.187464387464387,0.187464387464387,0,0.187464387464387,0.187464387464387,,,,,,,,,,,,,,,,,,,,,,,,0.0621082621082621,,,,0.00968660968660969,,0.265527065527066,0.187464387464387,0.0780626780626781,,,,,,,,,,,,,
LCA1997,IMF Country Report,St. Lucia,LCA,3,3,1997,,,,,,,0.276131917272219,0.276131917272219,0.263834544438234,0.263834544438234,,,0.196757965343767,0.196757965343767,0,0.196757965343767,0.196757965343767,,,,,,,,,,,,,,,,,,,,,,,,0.0547792062604807,,,,0.0122973728339855,,0.263834544438234,0.196757965343767,0.0670765790944662,,,,,,,,,,,,,
LCA1998,IMF Country Report,St. Lucia,LCA,3,3,1998,,,,,,,0.342479674796748,0.342479674796748,0.313516260162602,0.313516260162602,,,0.208841463414634,0.208841463414634,0,0.208841463414634,0.208841463414634,,,,,,,,,,,,,,,,,,,,,,,,0.0599593495934959,,,,0.0289634146341463,,0.313516260162602,0.208841463414634,0.104674796747968,,,,,,,,,,,,,
LCA1999,IMF Country Report,St. Lucia,LCA,3,3,1999,,,,,,,0.343132530120482,0.343132530120482,0.329156626506024,0.329156626506024,,,0.201927710843373,0.201927710843373,0,0.201927710843373,0.201927710843373,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,0.0139759036144578,,0.329156626506024,0.201927710843373,0.127228915662651,,,,,,,,,,,,,
LCA2000,IMF Country Report,St. Lucia,LCA,3,3,2000,,,,,,,0.326107445805844,0.326107445805844,0.320923656927427,0.320923656927427,,,0.20311027332705,0.20311027332705,0,0.20311027332705,0.20311027332705,,,,,,,,,,,,,,,,,,,,,,,,0.0692742695570217,,,,0.00518378887841659,,0.320923656927427,0.20311027332705,0.117813383600377,,,,,,,,,,,,,
LCA2001,IMF Country Report,St. Lucia,LCA,3,3,2001,,,,,,,0.320876930742402,0.320876930742402,0.307424015944195,0.307424015944195,,,0.190333831589437,0.190333831589437,0,0.190333831589437,0.190333831589437,,,,,,,,,,,,,,,,,,,,,,,,0.0672645739910314,,,,0.0134529147982063,,0.307424015944195,0.190333831589437,0.117090184354758,,,,,,,,,,,,,
LCA2002,IMF Country Report,St. Lucia,LCA,3,3,2002,,,,,,,0.341765873015873,0.341765873015873,0.324404761904762,0.324404761904762,,,0.198412698412698,0.198412698412698,0,0.198412698412698,0.198412698412698,,,,,,,,,,,,,,,,,,,,,,,,0.0674603174603175,,,,0.0173611111111111,,0.324404761904762,0.198412698412698,0.125992063492064,,,,,,,,,,,,,
LCA2003,IMF Country Report,St. Lucia,LCA,3,3,2003,,,,,,,0.3345521023766,0.3345521023766,0.319469835466179,0.319469835466179,,,0.203839122486289,0.203839122486289,0,0.203839122486289,0.203839122486289,,,,,,,,,,,,,,,,,,,,,,,,0.0712979890310786,,,,0.0150822669104205,,0.319469835466179,0.203839122486289,0.11563071297989,,,,,,,,,,,,,
LCA2004,IMF Country Report,St. Lucia,LCA,3,3,2004,,,,,,,0.319184352892218,0.319184352892218,0.304619225967541,0.304619225967541,,,0.198918019142738,0.198918019142738,0,0.198918019142738,0.198918019142738,,,,,,,,,,,,,,,,,,,,,,,,0.0669995838535164,,,,0.0145651269246775,,0.304619225967541,0.198918019142738,0.105701206824802,,,,,,,,,,,,,
LSO1990,GFS,Lesotho,LSO,7,2,1990,,,1,,,,0.545160427807487,0.545160427807487,0.419491978609626,0.419491978609626,,,0.373014705882353,0.373014705882353,0,0.373014705882353,0.373014705882353,0.0475601604278075,0.0475601604278075,0.0473262032085561,0.0473262032085561,0.0473262032085561,0,0.0473262032085561,0.0473262032085561,0.0274732620320856,0,0.0274732620320856,0.0198529411764706,0,0.325227272727273,0,0.325227272727273,0.0868983957219251,,0.00877005347593583,0.237961229946524,0.237299465240642,0.000661764705882353,0.000367647058823529,0.0464772727272727,,,,0.125668449197861,,0.419491978609626,0.373014705882353,0.0464772727272727,0.0473262032085561,0.0473262032085561,0.0473262032085561,0.0274732620320856,0.325227272727273,0.0868983957219251,0.237961229946524,,,1,,,
LSO1991,GFS,Lesotho,LSO,7,2,1991,,,1,,,,0.547997737556561,0.547997737556561,0.463608597285068,0.463608597285068,,,0.396334841628959,0.396334841628959,0,0.396334841628959,0.396334841628959,0.0785576923076923,0.0785576923076923,0.0785576923076923,0.0785576923076923,0.0782239819004525,0,0.0782239819004525,0.0427036199095023,0.0355203619909502,0,0.0355203619909502,0,0.000333710407239819,0.317783936651584,0,0.317783936651584,0.0776018099547511,,0.00921945701357466,0.240011312217195,0.239819004524887,0.000192307692307692,0.000170814479638009,0.0672680995475113,,,0,0.0843891402714932,,0.463608597285068,0.396334841628959,0.0672737556561086,0.0785576923076923,0.0782239819004525,0.0427036199095023,0.0355203619909502,0.317783936651584,0.0776018099547511,0.240011312217195,,,1,,,
LSO1992,GFS,Lesotho,LSO,7,2,1992,,,1,,,,0.530041666666667,0.530041666666667,0.464375,0.464375,,,0.408,0.408,0,0.408,0.408,0.0770787037037037,0.0770787037037037,0.0770787037037037,0.0770787037037037,0.0766342592592593,0,0.0766342592592593,0.0511203703703704,0.0255138888888889,0,0.0255138888888889,0,0.000444444444444444,0.330927314814815,0,0.330927314814815,0.0767592592592593,,0.014912037037037,0.253759259259259,0.253662037037037,0.0000972222222222222,0.000408796296296296,0.056375,,,0,0.0656666666666667,,0.464375,0.408,0.056375,0.0770787037037037,0.0766342592592593,0.0511203703703704,0.0255138888888889,0.330927314814815,0.0767592592592593,0.253759259259259,,,1,,,
LSO1993,GFS,Lesotho,LSO,7,2,1993,,,1,,,,0.570259424402108,0.570259424402108,0.514564248074585,0.514564248074585,,,0.445431698419133,0.445431698419133,0,0.445431698419133,0.445431698419133,0.0667977300364816,0.0667977300364816,0.0667977300364816,0.0667977300364816,0.0665585731657884,0,0.0665585731657884,0.0477503040129712,0.0188082691528172,0,0.0188082691528172,0,0.00023915687069315,0.378637211187677,0,0.378637211187677,0.0750182407782732,,0.0131738954195379,0.30308066477503,0.302930685042562,0.000149979732468585,0.000538305634373733,0.069132549655452,,,0,0.0556951763275233,,0.514564248074585,0.445431698419133,0.069132549655452,0.0667977300364816,0.0665585731657884,0.0477503040129712,0.0188082691528172,0.378637211187677,0.0750182407782732,0.30308066477503,,,1,,,
LSO1994,GFS,Lesotho,LSO,7,2,1994,,,1,,,,0.564430966821263,0.564430966821263,0.513200142704245,0.513200142704245,,,0.452657866571531,0.452657866571531,0,0.452657866571531,0.452657866571531,0.0814127720299679,0.0814127720299679,0.0814127720299679,0.0814127720299679,0.0814127720299679,0,0.0814127720299679,0.0499821619693186,0.0232607920085623,0,0.0232607920085623,0,0,0.371245094541563,0,0.371245094541563,0.0680699250802711,,0.0146271851587585,0.3,,,0.00317516946129147,0.0605422761327149,,,0,0.0512308241170175,,0.513200142704245,0.452657866571531,0.0605422761327149,0.0814127720299679,0.0814127720299679,0.0499821619693186,0.0232607920085623,0.371245094541563,0.0680699250802711,0.3,,,1,,,
LSO1995,GFS,Lesotho,LSO,7,2,1995,,,1,,,,0.585338822039265,0.585338822039265,0.533660544648512,0.533660544648512,,,0.447593413552882,0.447593413552882,0,0.447593413552882,0.447593413552882,0.087333755541482,0.087333755541482,0.087333755541482,0.087333755541482,0.087333755541482,0,0.087333755541482,0.0582963901203293,0.0177644078530716,0,0.0177644078530716,0,0,0.3602596580114,0,0.3602596580114,0.0698860037998733,,0.0147878404053198,0.287048765041165,,,0.00332488917036099,0.0860671310956301,,,0,0.0516782773907536,,0.533660544648512,0.447593413552882,0.0860671310956301,0.087333755541482,0.087333755541482,0.0582963901203293,0.0177644078530716,0.3602596580114,0.0698860037998733,0.287048765041165,,,1,,,
LSO1996,GFS,Lesotho,LSO,7,2,1996,,,1,,,,0.611642525280131,0.611642525280131,0.556053566548237,0.556053566548237,,,0.424678874009292,0.424678874009292,0,0.424678874009292,0.424678874009292,0.0817163159333151,0.0817163159333151,0.0817163159333151,0.0817163159333151,0.0817163159333151,0,0.0817163159333151,0.0559169171904892,0.0143755124350916,0,0.0143755124350916,0,0,0.342962558075977,0,0.342962558075977,0.0660562995353922,,0.013036348729161,0.274938507789013,,,0.00196775075157147,0.131374692538945,,,0,0.055588958731894,,0.556053566548237,0.424678874009292,0.131374692538945,0.0817163159333151,0.0817163159333151,0.0559169171904892,0.0143755124350916,0.342962558075977,0.0660562995353922,0.274938507789013,,,1,,,
LSO1997,GFS,Lesotho,LSO,7,2,1997,,,1,,,,0.587933123334141,0.587933123334141,0.544632905258057,0.544632905258057,,,0.43220256845166,0.43220256845166,0,0.43220256845166,0.43220256845166,0.0824085291979646,0.0824085291979646,0.0824085291979646,0.0824085291979646,0.0824085291979646,0,0.0824085291979646,0.0537194087715047,0.0168887811969954,0,0.0168887811969954,0,0,0.349794039253695,0,0.349794039253695,0.0656409013811485,,0.0114853404409983,0.284153137872547,,,0,0.112430336806397,,,0,0.0433002180760843,,0.544632905258057,0.43220256845166,0.112430336806397,0.0824085291979646,0.0824085291979646,0.0537194087715047,0.0168887811969954,0.349794039253695,0.0656409013811485,0.284153137872547,,,1,,,
LSO1998,GFS,Lesotho,LSO,7,2,1998,,,1,,,,0.484267286952844,0.484267286952844,0.458891943328399,0.458891943328399,,,0.357538591668429,0.357538591668429,0,0.357538591668429,0.357538591668429,0.0819835060266441,0.0819835060266441,0.0819835060266441,0.0819835060266441,0.0819835060266441,0,0.0819835060266441,,,,,0,0,0.275555085641785,0,0.275555085641785,0.0570310847959399,,0.00759145696764644,0.218524000845845,,,0,0.10135335165997,,,0,0.0253753436244449,,0.458891943328399,0.357538591668429,0.10135335165997,0.0819835060266441,0.0819835060266441,,,0.275555085641785,0.0570310847959399,0.218524000845845,,,1,,,
LSO1999,GFS,Lesotho,LSO,7,2,1999,,,1,,,,0.477052384675528,0.477052384675528,0.451641907740422,0.451641907740422,,,0.368021892103206,0.368021892103206,0,0.368021892103206,0.368021892103206,0.0819976544175137,0.0819976544175137,0.0819976544175137,0.0819976544175137,0.0819976544175137,0,0.0819976544175137,,,,,0,0,0.286024237685692,0,0.286024237685692,0.0547693510555121,,0.00852228303362002,0.23125488663018,,,0,0.0836200156372166,,,0,0.0254104769351055,,0.451641907740422,0.368021892103206,0.0836200156372165,0.0819976544175137,0.0819976544175137,,,0.286024237685692,0.0547693510555121,0.23125488663018,,,1,,,
LSO2000,GFS,Lesotho,LSO,7,2,2000,,,1,,,,0.491653116531165,0.491653116531165,0.474272809394761,0.474272809394761,,,0.349539295392954,0.349539295392954,0,0.349539295392954,0.349539295392954,0.084643179765131,0.084643179765131,0.084643179765131,0.084643179765131,0.084643179765131,0,0.084643179765131,,,,,0,0,0.264896115627823,0,0.264896115627823,0.0614453477868112,,0.0107678410117435,0.203450767841012,,,0,0.124733514001807,,,0,0.0173803071364047,,0.474272809394761,0.349539295392954,0.124733514001807,0.084643179765131,0.084643179765131,,,0.264896115627823,0.0614453477868112,0.203450767841012,,,1,,,
LSO2001,GFS,Lesotho,LSO,7,2,2001,,,1,,,,0.473172282263191,0.473172282263191,0.443165924984107,0.443165924984107,,,0.378019707565162,0.378019707565162,0,0.378019707565162,0.378019707565162,0.0921328671328671,0.0921328671328671,0.0921328671328671,0.0921328671328671,0.0921328671328671,0,0.0921328671328671,0.0591544818817546,0.0252701843610935,0,0.0252701843610935,0,0,0.285886840432295,0,0.285886840432295,0.0564367450731087,,0.00813731722822632,0.228607755880483,,,0.000842339478703115,0.0651462174189447,,,0,0.0300063572790846,,0.443165924984107,0.378019707565162,0.0651462174189447,0.0921328671328671,0.0921328671328671,0.0591544818817546,0.0252701843610935,0.285886840432295,0.0564367450731087,0.228607755880483,,,1,,,
LSO2002,GFS,Lesotho,LSO,7,2,2002,,,1,,,,0.474163701067616,0.474163701067616,0.431985765124555,0.431985765124555,,,0.36667615658363,0.36667615658363,0,0.36667615658363,0.36667615658363,0.0944199288256228,0.0944199288256228,0.0944199288256228,0.0944199288256228,0.0944199288256228,0,0.0944199288256228,0.0575231316725979,0.0203416370106762,0,0.0203416370106762,0,0,0.272213523131673,0,0.272213523131673,0.0620498220640569,,0.0122846975088968,0.209252669039146,,,0.000911032028469751,0.0653096085409253,,,0,0.0421779359430605,,0.431985765124555,0.36667615658363,0.0653096085409252,0.0944199288256228,0.0944199288256228,0.0575231316725979,0.0203416370106762,0.272213523131673,0.0620498220640569,0.209252669039146,,,1,,,
LSO2003,GFS,Lesotho,LSO,7,2,2003,,,1,,,,0.488202082221036,0.488202082221036,0.46447410571276,0.46447410571276,,,0.392273091297384,0.392273091297384,0,0.392273091297384,0.392273091297384,0.113865456486919,0.113865456486919,0.113865456486919,0.113865456486919,0.112714895888948,0,0.112714895888948,0.0675280298985585,0.0317485317672184,0,0.0317485317672184,0,0.00115056059797117,0.278408368926855,0,0.278408368926855,0.087261078483716,0.0693366257341164,0.0133075280298986,0.189749065670048,0.189749065670048,0,0.0013982247730913,0.0722023491724506,,,0,0.0237279765082755,,0.46447410571276,0.392273091297384,0.0722010144153765,0.113865456486919,0.112714895888948,0.0675280298985585,0.0317485317672184,0.278408368926855,0.087261078483716,0.189749065670048,,,1,,,
LSO2004,GFS,Lesotho,LSO,7,2,2004,,,1,,,,0.553556100551809,0.553556100551809,0.522886572654813,0.522886572654813,,,0.457797670141018,0.457797670141018,0,0.457797670141018,0.457797670141018,0.111063151440834,0.111063151440834,0.111063151440834,0.111063151440834,0.110012262415696,0,0.110012262415696,0.069594114040466,0.0268669527896996,0,0.0268669527896996,0,0.00105088902513795,0.346734027690987,0,0.346734027690987,0.0964524831391784,0.0809098712446352,0.0132139791538933,0.248099325567137,0.246768853464132,0.00133047210300429,0.00218221898467198,0.0651011649294911,,,0,0.0306695278969957,,0.522886572654813,0.457797670141018,0.0650889025137953,0.111063151440834,0.110012262415696,0.069594114040466,0.0268669527896996,0.346734027690987,0.0964524831391784,0.248099325567137,,,1,,,
LSO2005,GFS,Lesotho,LSO,7,2,2005,,,1,,,,0.52890217998882,0.52890217998882,0.508171045276691,0.508171045276691,,,0.450332029066518,0.450332029066518,0,0.450332029066518,0.450332029066518,0.103846841811068,0.103846841811068,0.103846841811068,0.103846841811068,0.102864169927334,0,0.102864169927334,0.0687568474007826,0.0214656232532141,0,0.0214656232532141,0,0.000982671883733929,0.34648467983678,0,0.34648467983678,0.0848082727780883,0.0732979318054779,0.0106920067076579,0.260923420905534,0.257799888205701,0.00312353269983231,0.000752986153158178,0.057842370039128,,,0,0.0207311347121297,,0.508171045276691,0.450332029066518,0.0578390162101733,0.103846841811068,0.102864169927334,0.0687568474007826,0.0214656232532141,0.34648467983678,0.0848082727780883,0.260923420905534,,,1,,,
LSO2006,GFS,Lesotho,LSO,7,2,2006,,,1,,,,0.654550148957299,0.654550148957299,0.645583912611718,0.645583912611718,,,0.587319761668322,0.587319761668322,0,0.587319761668322,0.587319761668322,0.104014895729891,0.104014895729891,0.104014895729891,0.104014895729891,0.0964071499503476,0,0.0964071499503476,0.0625104270109235,0.0198282025819265,0,0.0198282025819265,0,0.0076077457795432,0.483305635352532,0,0.483305635352532,0.0834438927507448,0.070961271102284,0.00998510427010924,0.3990317775571,0.391754716981132,0.00727706057596822,0.00082996504468719,0.0582631578947368,,,0,0.00896623634558093,,0.645583912611718,0.587319761668322,0.0582641509433962,0.104014895729891,0.0964071499503476,0.0625104270109235,0.0198282025819265,0.483305635352532,0.0834438927507448,0.3990317775571,,,1,,,
LSO2007,GFS,Lesotho,LSO,7,2,2007,,,1,,,,0.618721314251842,0.618721314251842,0.605099500381065,0.605099500381065,,,0.543591328647642,0.543591328647642,0,0.543591328647642,0.543591328647642,0.104449148954187,0.104449148954187,0.104449148954187,0.104449148954187,0.103093403336438,0,0.103093403336438,0.0665077483275468,0.0248666271487848,0,0.0248666271487848,0,0.00135574561774917,0.439142920569057,0,0.439142920569057,0.0889033787788974,0.0717986281649589,0.0145321365060547,0.349679905157084,0.346996358709459,0.00268269963587095,0.000559636633076467,0.0615081717334237,,,0,0.0136218138707765,,0.605099500381065,0.543591328647642,0.0615081717334236,0.104449148954187,0.103093403336438,0.0665077483275468,0.0248666271487848,0.439142920569057,0.0889033787788974,0.349679905157084,,,1,,,
LSO2008,GFS,Lesotho,LSO,7,2,2008,,,1,,,,0.648827515849304,0.648827515849304,0.639937331487284,0.639937331487284,,,0.577083728047803,0.577083728047803,0,0.577083728047803,0.577083728047803,0.118785979742039,0.118785979742039,0.118785979742039,0.118785979742039,0.112438971070466,0,0.112438971070466,0.0619908183341835,0.0279312103767398,0,0.0279312103767398,0,0.00634700867157327,0.458297748305764,0,0.458297748305764,0.0800131166654522,0.0719740581505502,0.00720687896232602,0.367288493769584,0.357144939153246,0.0101435546163375,0.010996137870728,0.0628536034394812,,,0,0.00889018436201997,,0.639937331487284,0.577083728047803,0.0628536034394812,0.118785979742039,0.112438971070466,0.0619908183341835,0.0279312103767398,0.458297748305764,0.0800131166654522,0.367288493769584,,,1,,,
LTU1992,IMF Country Report,Lithuania,LTU,2,4,1992,,,1,,,1,,,0.311215502055197,0.234879624192601,,,0.294480328831474,0.218144450968878,0,0.294480328831474,0.218144450968878,0.104815032295948,0.104815032295948,0.104815032295948,0.104815032295948,0.104815032295948,0,0.104815032295948,,,,,,,0.11332941867293,0,0.11332941867293,0.105695830886671,,,,,,0.00733998825601879,0.0167351732237228,,,0.0763358778625954,,,0.234879624192601,0.218144450968878,0.0167351732237229,0.104815032295948,0.104815032295948,,,0.11332941867293,0.105695830886671,,,,1,,,1
LTU1993,IMF Country Report,Lithuania,LTU,2,4,1993,,,1,,,1,,,0.299654874892148,0.232873166522865,,,0.277998274374461,0.211216566005177,0,0.277998274374461,0.211216566005177,0.108455565142364,0.108455565142364,0.108455565142364,0.108455565142364,0.108455565142364,0,0.108455565142364,,,,,,,0.102761000862813,0,0.102761000862813,0.0838654012079379,,,,,,0.0188955996548749,0.0216566005176877,,,0.0667817083692839,,,0.232873166522865,0.211216566005177,0.0216566005176877,0.108455565142364,0.108455565142364,,,0.102761000862813,0.0838654012079379,,,,1,,,1
LTU1994,IMF Country Report,Lithuania,LTU,2,4,1994,,,1,,,1,,,0.32371036441079,0.236097964978703,,,0.314422621864647,0.22681022243256,0,0.314422621864647,0.22681022243256,0.103052531945102,0.103052531945102,0.103052531945102,0.103052531945102,0.103052531945102,0,0.103052531945102,,,,,,,0.123757690487459,0,0.123757690487459,0.0933506862281117,,,,,,0.0304070042593469,0.00928774254614292,,,0.0876123994320871,,,0.236097964978703,0.22681022243256,0.00928774254614292,0.103052531945102,0.103052531945102,,,0.123757690487459,0.0933506862281117,,,,1,,,1
LTU1995,IMF Country Report,Lithuania,LTU,2,4,1995,,,,,,,,,0.289295795572723,0.213712672708364,,,0.283204575843114,0.207621452978755,0,0.283204575843114,0.207621452978755,0.164760065369187,0.164760065369187,0.0891769425048284,0.0891769425048284,0.083345713861239,0,0.083345713861239,0.0627692764819492,0.0205764373792899,0,0.0205764373792899,,0.00583122864358936,0.118444510473927,0,0.118444510473927,0.103476452235923,0.0733546278413311,0.0228049324023176,0.00694547615510325,,,0.00802258208290002,0.00609121972960927,,,0.0755831228643589,,,0.213712672708364,0.207621452978755,0.00609121972960927,0.0891769425048284,0.083345713861239,0.0627692764819492,0.0205764373792899,0.118444510473927,0.103476452235923,0.00694547615510325,,,,,,
LTU1996,IMF Country Report,Lithuania,LTU,2,4,1996,,,,,,,,,0.277280009493859,0.199905061413398,,,0.269744259182341,0.192369311101881,0,0.269744259182341,0.192369311101881,0.161929626772681,0.161929626772681,0.084554678692221,0.084554678692221,0.0793033881208094,0,0.0793033881208094,0.0619177594493562,0.0174152969797662,0,0.0174152969797662,,0.00525129057141162,0.107755295793034,0,0.107755295793034,0.0924167803951819,0.0676437429537768,0.0248027057497181,0.00634901797899484,,,0.00898949741885718,0.00753575031151724,,,0.0773749480804605,,,0.199905061413398,0.192369311101881,0.00753575031151724,0.084554678692221,0.0793033881208094,0.0619177594493562,0.0174152969797662,0.107755295793034,0.0924167803951819,0.00634901797899484,,,,,,
LTU1997,IMF Country Report,Lithuania,LTU,2,4,1997,,,,,,,,,0.308552388004443,0.200172775515241,,,0.30235715167222,0.193977539183019,0,0.30235715167222,0.193977539183019,0.177391089719857,0.177391089719857,0.0690114772306553,0.0690114772306553,0.063655436258176,0,0.063655436258176,0.0483277798346292,0.0153276564235468,0,0.0153276564235468,,0.00535604097247933,0.124966061952363,0,0.124966061952363,0.111390842897692,0.0826360607182525,0.0287547821794397,0.0066888806614834,,,0.00688633839318771,0.00619523633222263,,,0.108379612489202,,,0.200172775515241,0.193977539183019,0.00619523633222263,0.0690114772306553,0.063655436258176,0.0483277798346292,0.0153276564235468,0.124966061952363,0.111390842897692,0.0066888806614834,,,,,,
LTU1998,IMF Country Report,Lithuania,LTU,2,4,1998,,,,,,,,,0.311800248800427,0.243757775013329,,,0.298405011551448,0.23036253776435,0,0.298405011551448,0.23036253776435,0.16249777856762,0.16249777856762,0.0944553047805225,0.0944553047805225,0.0892349386884663,0,0.0892349386884663,0.0763728452105918,0.0128620934778745,0,0.0128620934778745,,0.00522036609205616,0.135885018660032,0,0.135885018660032,0.124311355962325,0.080238137551093,0.0378532077483561,0.00544250933001599,,,0.00613115336769149,0.0133952372489781,,,0.0680424737870979,,,0.243757775013329,0.23036253776435,0.0133952372489781,0.0944553047805225,0.0892349386884663,0.0763728452105918,0.0128620934778745,0.135885018660032,0.124311355962325,0.00544250933001599,,,,,,
LTU1999,IMF Country Report,Lithuania,LTU,2,4,1999,,,,,,,,,0.311876224764162,0.246001002597639,,,0.29519664585517,0.229321423688648,0,0.29519664585517,0.229321423688648,0.161987877683088,0.161987877683088,0.0961126555165656,0.0961126555165656,0.0904844369502803,0,0.0904844369502803,0.0822585790457093,0.00822585790457093,0,0.00822585790457093,,0.00562821856628538,0.133231554482067,0,0.133231554482067,0.122704279269015,0.0790001367178599,0.037437907305291,0.00439775782709748,,,0.00612951738595452,0.0166795789089915,,,0.0658752221665223,,,0.246001002597639,0.229321423688648,0.0166795789089915,0.0961126555165656,0.0904844369502803,0.0822585790457093,0.00822585790457093,0.133231554482067,0.122704279269015,0.00439775782709748,,,,,,
LTU2000,IMF Country Report,Lithuania,LTU,2,4,2000,,,,,,,,,0.299691715678772,0.229857664472965,,,0.280757373679953,0.210923322474146,0,0.280757373679953,0.210923322474146,0.159345825043182,0.159345825043182,0.0895117738373746,0.0895117738373746,0.0838489625467346,0,0.0838489625467346,0.0770273520344579,0.00682161051227671,0,0.00682161051227671,,0.00566281129063996,0.121433412773028,0,0.121433412773028,0.112753350678881,0.074753481863699,0.0319216389356538,0.00312657148479349,,,0.00555349060935348,0.0189343419988193,,,0.0698340512058071,,,0.229857664472965,0.210923322474146,0.0189343419988193,0.0895117738373746,0.0838489625467346,0.0770273520344579,0.00682161051227671,0.121433412773028,0.112753350678881,0.00312657148479349,,,,,,
LTU2001,IMF Country Report,Lithuania,LTU,2,4,2001,,,,,,,,,0.293932602750992,0.226802639965458,,,0.270452536135041,0.203322573349508,0,0.270452536135041,0.203322573349508,0.150790550404013,0.150790550404013,0.0836605876184798,0.0836605876184798,0.077821411682464,0,0.077821411682464,0.0724756872339988,0.00532516396981722,0,0.00532516396981722,,0.00583917593601579,0.119661985731028,0,0.119661985731028,0.11254806011884,0.0722084010115756,0.0337808664185702,0.00275510413882435,,,0.0043588214733639,0.0234800666159508,,,0.0671299627855337,,,0.226802639965458,0.203322573349508,0.0234800666159508,0.0836605876184798,0.077821411682464,0.0724756872339988,0.00532516396981722,0.119661985731028,0.11254806011884,0.00275510413882435,,,,,,
LTU2002,IMF Country Report,Lithuania,LTU,2,4,2002,,,,,,,,,0.290224697522566,0.224332629153063,,,0.268388707509122,0.20249663913962,0,0.268388707509122,0.20249663913962,0.146610332245055,0.146610332245055,0.0807182638755521,0.0807182638755521,0.0744190512771269,0,0.0744190512771269,0.0685231419243326,0.00591511426925293,0,0.00591511426925293,,0.0062992125984252,0.121778375264068,0,0.121778375264068,0.114864605338967,0.0731707317073171,0.030651046667947,0.00253504897253697,,,0.00437872095256386,0.0218359900134434,,,0.0658920683695026,,,0.224332629153063,0.20249663913962,0.0218359900134434,0.0807182638755521,0.0744190512771269,0.0685231419243326,0.00591511426925293,0.121778375264068,0.114864605338967,0.00253504897253697,,,,,,
LTU2003,IMF Country Report,Lithuania,LTU,2,4,2003,,,,,,,,,0.31120630629049,0.226039783001808,,,0.282325883530259,0.197159360241577,0,0.282325883530259,0.197159360241577,0.164434066609315,0.164434066609315,0.0792675433206341,0.0792675433206341,0.0792675433206341,0,0.0792675433206341,0.065503256728524,0.0137818430801103,0,0.0137818430801103,,,0.117891816920943,0,0.117891816920943,0.110623430888885,0.0673466879685388,0.0328657455362629,,,,0.00725082954405801,0.0220509489281764,,,0.0851665232886813,0.00682947383205464,,0.226039783001808,0.197159360241577,0.0288804227602311,0.0792675433206341,0.0792675433206341,0.065503256728524,0.0137818430801103,0.117891816920943,0.110623430888885,,,,,,,
