Identifier,Database source,Country,ISO,Reg,Inc,Calendar year (nearest),Problem 1: Data Not Credible,Problem 2: Cannot Exclude Resource Revenue Tax Categories,Problem 3: Data is of Questionable Analytical Comparability,Problem 4: Cannot Exclude Resource Revenue from Sub-Components of Total Tax Revenue,"Treat with Caution 1: Un-excluded Resource Revenue are Marginal, but Non-Negligible",Treat With Caution 2: Data of somewhat questionable quality,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Total Non-Resource Revenue including social contributions,Taxes including social contributions,Taxes excluding social contributions,Resource taxes,Non-Resource tax including social contributions,Non-resource tax excluding social contributions,Direct taxes including social contributions and resource revenue,"Direct taxes including social contributions, excluding resource revenue","Direct taxes excluding social contributions, including resource revenue",Direct taxes excluding social contributions and resource revenue,"Taxes on income, profits, and capital gains ","Resource Component of Taxes on income, profits, and capital gains","Non-resource component of taxes on income, profits, and capital gains",Individuals ,Corporations and other enterprises ,Resource Component of Corporations and other enterprises,Non-resource component of Corporations and other enterprises,Taxes on payroll and workforce,Taxes on property,Indirect,Resource Component of Indirect,Non-Resource Component of Indirect Tax,"Taxes on goods and services,                Total","Taxes on goods and services, of which Taxes on Sales","Taxes on goods and services, of which Excises","Taxes on international trade and transactions, Total",Taxes on international trade and transactions Of which Import,Taxes on international trade and transactions Of which Export,Other taxes,Consolidated Non-Tax Revenue,Non-Resource Component of Non-Tax,Resources Component of Non-Tax,Social contributions,Grants,..,TotRev,TotTax,TotNonTax,Direct,Income,Indiv,Corp,Indirect,GS,Trade,Prob1,Prob2,Prob3,Prob4,twc1,twc2
ESP1984,OECD Tax Statistics,Spain,ESP,2,4,1984,,,,,,,,,,,,,0.116786292658203,0.115951875271516,0,0.116786292658203,0.115951875271516,0.0644970374571608,0.0644970374571608,0.0636626200704735,0.0636626200704735,0.0589567444610706,0,0.0589567444610706,0.0463690568132452,0.0125876876478255,0,0.0125876876478255,0,0.00470587560940291,0.0522892552010426,0,0.0522892552010426,0.0458047979919873,0.0264772288458754,0.0135207438335666,0.00612086692088623,0.00612086692088623,0,0.000363590288169136,0,,,0.000834417386687262,,,,0.115951875271516,,0.0636626200704735,0.0589567444610706,0.0463690568132452,0.0125876876478255,0.0522892552010426,0.0458047979919873,0.00612086692088623,,,,,,
ESP1985,OECD Tax Statistics,Spain,ESP,2,4,1985,,,,,,,,,,,,,0.126205056301429,0.125212694889563,0,0.126205056301429,0.125212694889563,0.0665834398007795,0.0665834398007795,0.0655910783889129,0.0655910783889129,0.0612878139887397,0,0.0612878139887397,0.0476417280207882,0.0130477425292334,0,0.0130477425292334,0,0.00430326440017324,0.0596216219142486,0,0.0596216219142486,0.0532236682546557,0.0293211401039411,0.0141373863144218,0.0063979536595929,0.0063979536595929,0,0,0,,,0.000992361411866609,,,,0.125212694889563,,0.0655910783889129,0.0612878139887397,0.0476417280207882,0.0130477425292334,0.0596216219142486,0.0532236682546557,0.0063979536595929,,,,,,
ESP1986,OECD Tax Statistics,Spain,ESP,2,4,1986,,,,,,,,,,,,,0.14375207933765,0.142645031427432,0,0.14375207933765,0.142645031427432,0.064753660203946,0.064753660203946,0.0636466122937278,0.0636466122937278,0.0602455849680029,0,0.0602455849680029,0.0445957112474127,0.0150021932739599,0,0.0150021932739599,0,0.00340102732572492,0.0789984191337043,0,0.0789984191337043,0.0723207591956097,0.0444841533582727,0.0146946174588405,0.00667765993809461,0.00667851446041663,-0.00000085452232202199,0,0,,,0.00110704791021819,,,,0.142645031427432,,0.0636466122937278,0.0602455849680029,0.0445957112474127,0.0150021932739599,0.0789984191337043,0.0723207591956097,0.00667765993809461,,,,,,
ESP1987,OECD Tax Statistics,Spain,ESP,2,4,1987,,,,,,,,,,,,,0.159593975017119,0.158346812917604,0,0.159593975017119,0.158346812917604,0.0837466623568291,0.0837466623568291,0.0824995002573143,0.0824995002573143,0.0786128248859098,0,0.0786128248859098,0.0589547637174051,0.0194699282497097,0,0.0194699282497097,0,0.00388667537140451,0.0758473126602898,0,0.0758473126602898,0.0689678591023345,0.045813942608274,0.018104414322838,0.00687945355795527,0.00688558657031911,-0.0000061330123638467,0,0,,,0.00124716209951472,,,,0.158346812917604,,0.0824995002573143,0.0786128248859098,0.0589547637174051,0.0194699282497097,0.0758473126602898,0.0689678591023345,0.00687945355795527,,,,,,
ESP1988,OECD Tax Statistics,Spain,ESP,2,4,1988,,,,,,,,,,,,,0.159752731748089,0.158660952680372,0,0.159752731748089,0.158660952680372,0.0829029529717585,0.0829029529717585,0.0818111739040418,0.0818111739040418,0.078847382506077,0,0.078847382506077,0.0601376187591538,0.0185284140141552,0,0.0185284140141552,0,0.0029637913979649,0.0768497826103626,0,0.0768497826103626,0.0706496039444525,0.0474008327518384,0.0176345783714564,0.00620017866591008,0.00620156275160838,-0.00000138408569829232,0,0,,,0.00109177906771668,,,,0.158660952680372,,0.0818111739040418,0.078847382506077,0.0601376187591538,0.0185284140141552,0.0768497826103626,0.0706496039444525,0.00620017866591008,,,,,,
ESP1989,OECD Tax Statistics,Spain,ESP,2,4,1989,,,,,,,,,,,,,0.173113295979379,0.171911998277023,0,0.173113295979379,0.171911998277023,0.0975466861755043,0.0975466861755043,0.0963453884731486,0.0963453884731486,0.0939486217895028,0,0.0939486217895028,0.0678422108800514,0.0259656703712947,0,0.0259656703712947,0,0.00239676668364574,0.0755666063852699,0,0.0755666063852699,0.0698553725082645,0.0490666525364338,0.0172280585401874,0.00571123387700544,0.00571123387700544,0,0,0,,,0.00120129770235576,,,,0.171911998277023,,0.0963453884731486,0.0939486217895028,0.0678422108800514,0.0259656703712947,0.0755666063852699,0.0698553725082645,0.00571123387700544,,,,,,
ESP1990,OECD Tax Statistics,Spain,ESP,2,4,1990,,,,,,,,,,,,,0.164638102860367,0.163503023501128,0,0.164638102860367,0.163503023501128,0.0927641761112746,0.0927641761112746,0.0916290967520361,0.0916290967520361,0.0904739292022373,0,0.0904739292022373,0.0638154989696791,0.0264142380531842,0,0.0264142380531842,0,0.00115516754979884,0.0718739236826612,0,0.0718739236826612,0.0676000944460799,0.046265540673143,0.0181471396330095,0.0042738292365813,0.0042738292365813,0,0,0,,,0.00113507935923854,,,,0.163503023501128,,0.0916290967520361,0.0904739292022373,0.0638154989696791,0.0264142380531842,0.0718739236826612,0.0676000944460799,0.0042738292365813,,,,,,
ESP1991,OECD Tax Statistics,Spain,ESP,2,4,1991,,,,,,,,,,,,,0.166152601230353,0.164996736937974,0,0.166152601230353,0.164996736937974,0.0945611628569673,0.0945611628569673,0.093405298564588,0.093405298564588,0.0922901890229253,0,0.0922901890229253,0.0689768847815034,0.0230004078827533,0,0.0230004078827533,0,0.00111510954166271,0.0715914411671034,0,0.0715914411671034,0.0689716074491683,0.0462545216317545,0.0208439261788091,0.00261983371793511,0.00261983371793511,0,0,0,,,0.0011558642923793,,,,0.164996736937974,,0.093405298564588,0.0922901890229253,0.0689768847815034,0.0230004078827533,0.0715914411671034,0.0689716074491683,0.00261983371793511,,,,,,
ESP1992,OECD Tax Statistics,Spain,ESP,2,4,1992,,,,,,,,,,,,,0.169379329848094,0.168216864062682,0,0.169379329848094,0.168216864062682,0.0946100665481858,0.0946100665481858,0.0934476007627745,0.0934476007627745,0.092353590099498,0,0.092353590099498,0.072418968178811,0.0195942247071491,0,0.0195942247071491,0,0.00109401066327656,0.0747692632999079,0,0.0747692632999079,0.0734479043159028,0.0493160973964482,0.0224006641846226,0.00118102144330431,0.00118102144330432,0,0.000140337540700767,0,,,0.00116246578541129,,,,0.168216864062682,,0.0934476007627745,0.092353590099498,0.072418968178811,0.0195942247071491,0.0747692632999079,0.0734479043159028,0.00118102144330431,,,,,,
ESP1993,OECD Tax Statistics,Spain,ESP,2,4,1993,,,,,,,,,,,,,0.157280440599913,0.156013404692265,0,0.157280440599913,0.156013404692265,0.0907037799489701,0.0907037799489701,0.0894367440413218,0.0894367440413218,0.0883547800112017,0,0.0883547800112017,0.0710984330076545,0.0168008115004045,0,0.0168008115004045,0,0.00108196403012011,0.0665766606509428,0,0.0665766606509428,0.0667900031115813,0.041588586719771,0.0218746655050096,0.000142425788785862,0.000142425788785861,0,-0.000355768249424357,0,,,0.00126703590764827,,,,0.156013404692265,,0.0894367440413218,0.0883547800112017,0.0710984330076545,0.0168008115004045,0.0665766606509428,0.0667900031115813,0.000142425788785862,,,,,,
ESP1994,OECD Tax Statistics,Spain,ESP,2,4,1994,,,,,,,,,,,,,0.15866602487943,0.157492066100955,0,0.15866602487943,0.157492066100955,0.0865308762274181,0.0865308762274181,0.0853569174489427,0.0853569174489427,0.0842262816569381,0,0.0842262816569381,0.0690610597942211,0.0146020206905944,0,0.0146020206905944,0,0.00113063579200458,0.0721351510000141,0,0.0721351510000141,0.0720195494653599,0.0451871780302141,0.023587981986128,0.0000193334491681037,0.0000193334491681029,0,0.0000962680854860599,0,,,0.0011739587784754,,,,0.157492066100955,,0.0853569174489427,0.0842262816569381,0.0690610597942211,0.0146020206905944,0.0721351510000141,0.0720195494653599,0.0000193334491681037,,,,,,
ESP1995,OECD Tax Statistics,Spain,ESP,2,4,1995,,,,,,,,,0.200669939308558,0.199399102386005,,,0.158050443900216,0.156779606977662,0,0.158050443900216,0.156779606977662,0.0872377194149371,0.0872377194149371,0.0859668824923836,0.0859668824923836,0.0849841783538946,0,0.0849841783538946,0.0684986773496398,0.0160025144531991,0,0.0160025144531991,0,0.000982704138489017,0.0708127244852786,0,0.0708127244852786,0.0708323843253393,0.0444001796972624,0.0234688114029253,0.00000353942544853351,0.0000035394254485344,0,-0.0000231992655092476,0.0426194954083424,,,0.00127083692255353,,,0.199399102386005,0.156779606977662,0.0426194954083424,0.0859668824923836,0.0849841783538946,0.0684986773496398,0.0160025144531991,0.0708127244852786,0.0708323843253393,0.00000353942544853351,,,,,,
ESP1996,OECD Tax Statistics,Spain,ESP,2,4,1996,,,,,,,,,0.203231283766401,0.20200569488037,,,0.156700929251351,0.15547534036532,0,0.156700929251351,0.15547534036532,0.0849780643169539,0.0849780643169539,0.0837524754309236,0.0837524754309236,0.0827783627476203,0,0.0827783627476203,0.0654045443786982,0.0168808850012863,0,0.0168808850012863,0,0.000974112683303319,0.0717228669925392,0,0.0717228669925392,0.0716563560586571,0.0448830254695138,0.0240143040905583,-0.0000291926935940337,-0.0000291926935940314,0,0.0000957036274762027,0.0465303545150502,,,0.00122558888603036,,,0.20200569488037,0.15547534036532,0.0465303545150502,0.0837524754309236,0.0827783627476203,0.0654045443786982,0.0168808850012863,0.0717228669925392,0.0716563560586571,-0.0000291926935940337,,,,,,
ESP1997,OECD Tax Statistics,Spain,ESP,2,4,1997,,,,,,,,,0.194945645757814,0.193700357845803,,,0.155885551274136,0.154640263362125,0,0.155885551274136,0.154640263362125,0.0836651693526068,0.0836651693526068,0.0824198814405955,0.0824198814405955,0.0818915702057081,0,0.0818915702057081,0.0579094760432976,0.0235698650869068,0,0.0235698650869068,0,0.000528311234887353,0.0722203838568772,0,0.0722203838568772,0.0728130183103253,0.0467357456798199,0.0226300215017138,0.0000452464955690229,0.0000452464955690213,0,-0.000637880949017134,0.0390600944836782,,,0.00124528791201135,,,0.193700357845803,0.154640263362125,0.0390600944836782,0.0824198814405955,0.0818915702057081,0.0579094760432976,0.0235698650869068,0.0722203838568772,0.0728130183103253,0.0000452464955690229,,,,,,
ESP1998,OECD Tax Statistics,Spain,ESP,2,4,1998,,,,,,,,,0.196356326535039,0.195259207705296,,,0.154354677879453,0.153257559049709,0,0.154354677879453,0.153257559049709,0.0784612746710824,0.0784612746710824,0.0773641558413386,0.0773641558413386,0.0768155964264667,0,0.0768155964264667,0.0544747007292409,0.0217232355588979,0,0.0217232355588979,0,0.000548559414871886,0.0758934032083705,0,0.0758934032083705,0.0758700436387564,0.0474383851129293,0.0242967001579962,0,0,0,0.0000233595696141206,0.0420016486555865,,,0.00109711882974377,,,0.195259207705296,0.153257559049709,0.0420016486555865,0.0773641558413386,0.0768155964264667,0.0544747007292409,0.0217232355588979,0.0758934032083705,0.0758700436387564,0,,,,,,
ESP1999,OECD Tax Statistics,Spain,ESP,2,4,1999,,,,,,,,,0.197496691347727,0.196329624167372,,,0.160396819657851,0.159229752477495,0,0.160396819657851,0.159229752477495,0.0805679951164797,0.0805679951164797,0.0794009279361241,0.0794009279361241,0.0788291659169297,0,0.0788291659169297,0.0519143096898527,0.0249338689958682,0,0.0249338689958682,0,0.000571762019194387,0.0798288245413712,0,0.0798288245413712,0.0798691842133143,0.0516848481383261,0.0239492611657555,-0.00000168165299763055,-0.00000168165299763055,0,-0.0000386780189455027,0.0370998716898763,,,0.0011670671803556,,,0.196329624167372,0.159229752477495,0.0370998716898763,0.0794009279361241,0.0788291659169297,0.0519143096898527,0.0249338689958682,0.0798288245413712,0.0798691842133143,-0.00000168165299763055,,,,,,
ESP2000,OECD Tax Statistics,Spain,ESP,2,4,2000,,,,,,,,,0.194585686653772,0.191337499419729,,,0.163367117988395,0.160118930754352,0,0.163367117988395,0.160118930754352,0.0844058893617021,0.0844058893617021,0.0811577021276596,0.0811577021276596,0.0805488943907157,0,0.0805488943907157,0.0502983303675048,0.0279480696324952,0,0.0279480696324952,0,0.000608807736943907,0.0789612286266925,0,0.0789612286266925,0.0787927489361702,0.0520924224371373,0.0225673114119923,0.0000409810444874224,0.0000409810444874275,0,0.000127498646034816,0.0312185686653772,,,0.00324818723404255,,,0.191337499419729,0.160118930754352,0.0312185686653772,0.0811577021276596,0.0805488943907157,0.0502983303675048,0.0279480696324952,0.0789612286266925,0.0787927489361702,0.0000409810444874224,,,,,,
ESP2001,OECD Tax Statistics,Spain,ESP,2,4,2001,,,,,,,,,0.192306812593635,0.189057154252582,,,0.159697681865486,0.156448023524434,0,0.159697681865486,0.156448023524434,0.0833540801797784,0.0833540801797784,0.0801044218387255,0.0801044218387255,0.0795202965428117,0,0.0795202965428117,0.0522344652394186,0.0254275926052996,0,0.0254275926052996,0,0.000584125295913816,0.0763436031152434,0,0.0763436031152434,0.0762327555151474,0.0505885883052573,0.0216250986379387,0.0000406902940268294,0.0000406902940268295,0,0.0000701573060692352,0.0326091307281481,,,0.00324965834105282,,,0.189057154252582,0.156448023524434,0.0326091307281481,0.0801044218387255,0.0795202965428117,0.0522344652394186,0.0254275926052996,0.0763436031152434,0.0762327555151474,0.0000406902940268294,,,,,,
ESP2002,OECD Tax Statistics,Spain,ESP,2,4,2002,,,,,,,,,0.179021951505963,0.17577499973308,,,0.128086930526046,0.124839978753163,0,0.128086930526046,0.124839978753163,0.0786252442318574,0.0786252442318574,0.0753782924589744,0.0753782924589744,0.0752319321809505,0,0.0752319321809505,0.0450270883825712,0.0281502172729311,0,0.0281502172729311,0,0.000146360278023937,0.0494616862941886,0,0.0494616862941886,0.0493135069559368,0.0338707279443952,0.0134609429218138,0.0000207970766914707,0.0000207970766914724,0,0.000127382261560308,0.0509350209799169,,,0.00324695177288306,,,0.17577499973308,0.124839978753163,0.050935020979917,0.0753782924589744,0.0752319321809505,0.0450270883825712,0.0281502172729311,0.0494616862941886,0.0493135069559368,0.0000207970766914707,,,,,,
ESP2003,OECD Tax Statistics,Spain,ESP,2,4,2003,,,,,,,,,0.172939442818169,0.16976279571659,,,0.120809437043232,0.117632789941653,0,0.120809437043232,0.117632789941653,0.0723909321046658,0.0723909321046658,0.0692142850030866,0.0692142850030866,0.0690691324651015,0,0.0690691324651015,0.0390180392098293,0.0283089616066272,0,0.0283089616066272,0,0.000145152537985144,0.0484185061831651,0,0.0484185061831651,0.048324078499313,0.0343862362347412,0.0118179986359201,0.0000181586912798411,0.0000181586912798455,0,0.0000762689925722365,0.0521300057749368,,,0.00317664710157915,,,0.16976279571659,0.117632789941653,0.0521300057749367,0.0692142850030866,0.0690691324651015,0.0390180392098293,0.0283089616066272,0.0484185061831651,0.048324078499313,0.0000181586912798411,,,,,,
ESP2004,OECD Tax Statistics,Spain,ESP,2,4,2004,,,,,,,,,0.175503238838197,0.172301193378375,,,0.122476840565578,0.119274795105756,0,0.122476840565578,0.119274795105756,0.0738628915047247,0.0738628915047247,0.0706608460449026,0.0706608460449026,0.0705413224675536,0,0.0705413224675536,0.0366651865524367,0.0317355564068631,0,0.0317355564068631,0,0.000119523577349028,0.048613949060853,0,0.048613949060853,0.0485378990504051,0.0354166039794757,0.0110272515149404,0.0000238362239093625,0.000023836223909359,0,0.0000522137865385062,0.0530263982726196,,,0.00320204545982215,,,0.172301193378375,0.119274795105756,0.0530263982726196,0.0706608460449026,0.0705413224675536,0.0366651865524367,0.0317355564068631,0.048613949060853,0.0485378990504051,0.0000238362239093625,,,,,,
ESP2005,OECD Tax Statistics,Spain,ESP,2,4,2005,,,,,,,,,0.180742687783564,0.177706878394439,,,0.128221963837063,0.125186154447938,0,0.128221963837063,0.125186154447938,0.0791285153336786,0.0791285153336786,0.0760927059445542,0.0760927059445542,0.0759521635219856,0,0.0759521635219856,0.0385341802730811,0.0354352995918613,0,0.0354352995918613,0,0.00014054242256863,0.0490934474287692,0,0.0490934474287692,0.0490040975062489,0.0365453465955128,0.010255318805974,0.0000283816515969851,0.0000283816515969851,0,0.0000609682709232875,0.0525207239465014,,,0.00303580938912447,,,0.177706878394439,0.125186154447938,0.0525207239465013,0.0760927059445542,0.0759521635219856,0.0385341802730811,0.0354352995918613,0.0490934474287692,0.0490040975062489,0.0000283816515969851,,,,,,
ESP2006,OECD Tax Statistics,Spain,ESP,2,4,2006,,,,,,,,,0.186158318203915,0.183194159548399,,,0.132658710080657,0.129694551425142,0,0.132658710080657,0.129694551425142,0.0848293401589333,0.0848293401589333,0.0818651815034178,0.0818651815034178,0.0817176513189877,0,0.0817176513189877,0.0419932220204966,0.0377513745448773,0,0.0377513745448773,0,0.000147530184430092,0.0478293699217239,0,0.0478293699217239,0.0477247527208151,0.0361084943004256,0.0095201811561852,0.0000300286714882352,0.0000300286714882387,0,0.0000745885294205185,0.0534996081232576,,,0.00296415865551554,,,0.183194159548399,0.129694551425142,0.0534996081232576,0.0818651815034178,0.0817176513189877,0.0419932220204966,0.0377513745448773,0.0478293699217239,0.0477247527208151,0.0000300286714882352,,,,,,
ESP2007,OECD Tax Statistics,Spain,ESP,2,4,2007,,,,,,,,,0.191807995854961,0.189011380353624,,,0.13776426939055,0.134967653889213,0,0.13776426939055,0.134967653889213,0.094099023880238,0.094099023880238,0.091302408378901,0.091302408378901,0.0911263885419269,0,0.0911263885419269,0.0458464253661606,0.0425546414263377,0,0.0425546414263377,0,0.000176019836974121,0.0436652455103117,0,0.0436652455103117,0.0435676575901407,0.0312335433609978,0.0102891960659135,0.0000280113988582651,0.0000280113988582637,0,0.0000695765213127192,0.054043726464411,,,0.00279661550133696,,,0.189011380353624,0.134967653889213,0.054043726464411,0.091302408378901,0.0911263885419269,0.0458464253661606,0.0425546414263377,0.0436652455103117,0.0435676575901407,0.0000280113988582651,,,,,,
ESP2008,OECD Tax Statistics,Spain,ESP,2,4,2008,,,,,,,,,0.15703855009362,0.154197838220407,,,0.102396502450256,0.0995557905770419,0,0.102396502450256,0.0995557905770419,0.0680967398607789,0.0680967398607789,0.0652560279875651,0.0652560279875651,0.0650894948083246,0,0.0650894948083246,0.0382294854910814,0.0243996371650496,0,0.0243996371650496,0,0.000166533179240466,0.0342997634853657,0,0.0342997634853657,0.0342188217270944,0.0222675965992062,0.00959934958475556,0.0000249711075872816,0.000024971107587282,0,0.0000559706506840111,0.0546420476433646,,,0.00284071187321382,,,0.154197838220407,0.0995557905770419,0.0546420476433646,0.0652560279875651,0.0650894948083246,0.0382294854910814,0.0243996371650496,0.0342997634853657,0.0342188217270944,0.0000249711075872816,,,,,,
ESP2009,OECD Tax Statistics,Spain,ESP,2,4,2009,,,,,,,,,0.132884164481062,0.13005826992762,,,0.0804611549261837,0.0776352603727422,0,0.0804611549261837,0.0776352603727422,0.0530060535851645,0.0530060535851645,0.0501801590317229,0.0501801590317229,0.0500195694280975,0,0.0500195694280975,0.0286106873766253,0.0188182376764316,0,0.0188182376764316,0,0.000160589603625478,0.0274551013410193,0,0.0274551013410193,0.0271537297387468,0.0161110135955441,0.00864501728404215,0.0000230512590011395,0.0000230512590011399,0,0.000278320343271271,0.052423009554878,,,0.00282589455344152,,,0.13005826992762,0.0776352603727422,0.052423009554878,0.0501801590317229,0.0500195694280975,0.0286106873766253,0.0188182376764316,0.0274551013410193,0.0271537297387468,0.0000230512590011395,,,,,,
ESP2010,OECD Tax Statistics,Spain,ESP,2,4,2010,,,,,,,,,0.158104745075908,0.155134584748036,,,0.10942631671462,0.106456156386748,0,0.10942631671462,0.106456156386748,0.0590561637879194,0.0590561637879194,0.0560860034600476,0.0560860034600476,0.0558820345819726,0,0.0558820345819726,0.0370017152214338,0.0159302236078859,0,0.0159302236078859,0,0.000203968878074955,0.0503701529267006,0,0.0503701529267006,0.0498497182929199,0.0380005301088897,0.0090322663311469,0.0000245321072059652,0.0000245321072059653,0,0.00049590252657483,0.0486784283612882,,,0.00297016032787189,,,0.155134584748036,0.106456156386748,0.0486784283612882,0.0560860034600476,0.0558820345819726,0.0370017152214338,0.0159302236078859,0.0503701529267006,0.0498497182929199,0.0000245321072059652,,,,,,
ESP2011,OECD Tax Statistics,Spain,ESP,2,4,2011,,,,,,,,,0.165506208436032,0.162595042552202,,,0.0929656327024136,0.0900544668185835,0,0.0929656327024136,0.0900544668185835,0.0548298804817932,0.0548298804817932,0.0519187145979631,0.0519187145979631,0.0516990206017765,0,0.0516990206017765,0.0340429642375482,0.0152201646281914,0,0.0152201646281914,0,0.000219693996186579,0.0381357512905176,0,0.0381357512905176,0.0375510672929359,0.0291422964237548,0.00574005673626936,0.0000140045575036048,0.0000140045575036041,0,0.000570679440078129,0.0725405757336186,,,0.00291116588383016,,,0.162595042552202,0.0900544668185835,0.0725405757336186,0.0519187145979631,0.0516990206017765,0.0340429642375482,0.0152201646281914,0.0381357512905176,0.0375510672929359,0.0000140045575036048,,,,,,
ESP2012,OECD Tax Statistics,Spain,ESP,2,4,2012,,,,,,,,,0.175734485765192,0.172903188142083,,,0.0716052541794609,0.0687739565563516,0,0.0716052541794609,0.0687739565563516,0.0483714867887335,0.0483714867887335,0.0455401891656242,0.0455401891656242,0.0453067639031047,0,0.0453067639031047,0.0247736324348914,0.0183023475112779,0,0.0183023475112779,0,0.000233425262519428,0.0232337664430039,0,0.0232337664430039,0.0223623943288222,0.0137998170893514,0.00355081978088631,0.0000141258197808852,0.0000141258197808863,0,0.000857246294400849,0.104129231585731,,,0.00283129762310929,,,0.172903188142083,0.0687739565563516,0.104129231585731,0.0455401891656242,0.0453067639031047,0.0247736324348914,0.0183023475112779,0.0232337664430039,0.0223623943288222,0.0000141258197808852,,,,,,
ESP2013,OECD Tax Statistics,Spain,ESP,2,4,2013,,,,,,,,,0.172565241426638,0.169871008787815,,,0.0979774681179588,0.0952832354791361,0,0.0979774681179588,0.0952832354791361,0.0597618892849654,0.0597618892849654,0.0570676566461427,0.0570676566461427,0.0567668522083913,0,0.0567668522083913,0.0364376303398845,0.0183620770506491,0,0.0183620770506491,0,0.000300804437751387,0.0382155788329934,0,0.0382155788329934,0.0376716388036371,0.0249775920242475,0.00815182714119598,0.0000145532701728972,0.0000145532701728969,0,0.000529386759183362,0.0745877733086792,,,0.0026942326388227,,,0.169871008787815,0.0952832354791361,0.0745877733086792,0.0570676566461427,0.0567668522083913,0.0364376303398845,0.0183620770506491,0.0382155788329934,0.0376716388036371,0.0000145532701728972,,,,,,
EST1991,GFS ,Estonia,EST,2,4,1991,,,1,,,1,0.271001757469244,0.197539543057996,0.262272993555946,0.1800820152314,,,0.256239015817223,0.182776801405975,0,0.256239015817223,0.182776801405975,0.143878148799063,0.143878148799063,0.0704159343878149,0.0704159343878149,0.0704159343878149,0,0.0704159343878149,,0.0545401288810779,0,0.0545401288810779,,0,0.10896309314587,0,0.10896309314587,0.106795547744581,,,0.00216754540128881,0.00216754540128881,0,0,0.00603397773872291,,,0.0734622144112478,0.00872876391329818,,0.1800820152314,0.182776801405975,-0.0026947861745753,0.0704159343878149,0.0704159343878149,,0.0545401288810779,0.10896309314587,0.106795547744581,0.00216754540128881,,,1,,,1
EST1992,GFS,Estonia,EST,2,4,1992,,,1,,,1,0.245396946564885,0.162076335877863,0.228610687022901,0.128503816793893,,,0.213328244274809,0.130007633587786,0,0.213328244274809,0.130007633587786,0.123778625954198,0.123778625954198,0.0404580152671756,0.0404580152671756,0.0404580152671756,0,0.0404580152671756,,0.0360381679389313,0,0.0360381679389313,,0,0.089030534351145,0,0.089030534351145,0.0833587786259542,,0.0138931297709924,0.00567175572519084,0.00567175572519084,0,0,0.0152824427480916,,,0.0833206106870229,0.0167862595419847,,0.128503816793893,0.130007633587786,-0.00150381679389311,0.0404580152671756,0.0404580152671756,,0.0360381679389313,0.089030534351145,0.0833587786259542,0.00567175572519084,,,1,,,1
EST1993,GFS,Estonia,EST,2,4,1993,,,1,,,1,0.287397020157756,0.183067484662577,0.276717791411043,0.16170902716915,,,0.264750219106047,0.160420683610868,0,0.264750219106047,0.160420683610868,0.150407537248028,0.150407537248028,0.0460780017528484,0.0460780017528484,0.0456047326906223,0,0.0456047326906223,,0.0452366345311131,0,0.0452366345311131,,0.000473269062226117,0.113317265556529,0,0.113317265556529,0.108098159509202,,0.017646801051709,0.00521910604732691,0.00521910604732691,0,0,0.0119675723049956,,,0.10432953549518,0.0106792287467134,,0.16170902716915,0.160420683610868,0.0012883435582822,0.0460780017528484,0.0456047326906223,,0.0452366345311131,0.113317265556529,0.108098159509202,0.00521910604732691,,,1,,,1
EST1994,GFS,Estonia,EST,2,4,1994,,,1,,,1,0.336383935691729,0.227375673865195,0.336383935691729,0.227375673865195,,,0.319837953363744,0.21082969153721,0,0.319837953363744,0.21082969153721,0.182209958850362,0.182209958850362,0.0732016970238285,0.0732016970238285,0.071058087977288,0,0.071058087977288,0.0379725031101471,0.0330664455006539,0,0.0330664455006539,0,0.00214360904654056,0.136970876263996,0,0.136970876263996,0.130833519410507,,0.0194806851893202,0.00613735685348815,0.00613735685348815,0,0,0.0165459823279849,,,0.109008261826534,0,,0.227375673865195,0.21082969153721,0.0165459823279849,0.0732016970238285,0.071058087977288,0.0379725031101471,0.0330664455006539,0.136970876263996,0.130833519410507,0.00613735685348815,,,1,,,1
EST1995,GFS,Estonia,EST,2,4,1995,,,1,,,1,0.329614398262597,0.228001755885683,0.326564702077028,0.221902363514544,,,0.296679989834346,0.195067347457431,0,0.296679989834346,0.195067347457431,0.166668206917265,0.166668206917265,0.0650555645403507,0.0650555645403507,0.0640297576415683,0,0.0640297576415683,0.0397777418385971,0.0242520158029711,0,0.0242520158029711,0,0.00102580689878243,0.130011782917081,0,0.130011782917081,0.128611695122796,,0.0262782154656563,0.00140008779428413,0.00140008779428413,0,0,0.0298847122426819,,,0.101612642376915,0.00304969618556939,,0.221902363514544,0.195067347457431,0.0268350160571125,0.0650555645403507,0.0640297576415683,0.0397777418385971,0.0242520158029711,0.130011782917081,0.128611695122796,0.00140008779428413,,,1,,,1
